RUN	perf.TestSimulation	testsimulation	1677057291419	 	3.0.3
USER	mainScenario	1	START	1677057293162	1677057293162
REQUEST	1	open	/webtours/	1677057293210	1677057293305	OK	 
REQUEST	1	open	/cgi-bin/welcome.pl	1677057293343	1677057293498	OK	 
REQUEST	1	open	/cgi-bin/nav.pl?in=home	1677057293516	1677057293645	OK	 
GROUP	1	open	1677057293173	1677057293659	379	OK
REQUEST	1	login	/cgi-bin/login.pl	1677057293664	1677057293830	OK	 
REQUEST	1	login	/cgi-bin/nav.pl?page=menu&in=home	1677057293833	1677057293928	OK	 
REQUEST	1	login	/cgi-bin/login.pl?intro=true	1677057293930	1677057294039	OK	 
REQUEST	1	login	/cgi-bin/welcome.pl?page=search	1677057294040	1677057294158	OK	 
REQUEST	1	login	/cgi-bin/nav.pl?page=menu&in=flights	1677057294160	1677057294269	OK	 
GROUP	1	login	1677057293660	1677057294270	597	OK
REQUEST	1	choice	/cgi-bin/reservations.pl?page=welcome	1677057294271	1677057294485	OK	 
REQUEST	1	choice	/cgi-bin/reservations.pl	1677057294487	1677057294650	OK	 
REQUEST	1	choice	/cgi-bin/reservations.pl	1677057294655	1677057294796	OK	 
REQUEST	1	choice	/cgi-bin/reservations.pl	1677057294799	1677057295721	OK	 
GROUP	1	choice	1677057294270	1677057295722	1440	OK
REQUEST	1	basket	/cgi-bin/welcome.pl?page=itinerary	1677057295723	1677057295828	OK	 
REQUEST	1	basket	/cgi-bin/nav.pl?page=menu&in=itinerary	1677057295829	1677057295932	OK	 
REQUEST	1	basket	/cgi-bin/itinerary.pl	1677057295933	1677057296214	OK	 
GROUP	1	basket	1677057295722	1677057296215	489	OK
REQUEST	1	singOff	/cgi-bin/cgi-bin/welcome.pl?signOff=1	1677057296215	1677057296305	OK	 
REQUEST	1	singOff	/cgi-bin/nav.pl?in=home	1677057296306	1677057297938	OK	 
GROUP	1	singOff	1677057296215	1677057297939	1722	OK
USER	mainScenario	1	END	1677057293162	1677057297944
USER	mainScenario	2	START	1677057297944	1677057297944
